wrkstat,evwork,occ,prestige,wrkslf,industry,found,OCC10,occindv,occstatus,occtag,PRESTG10,PRESTG105PLUS,INDUS10,indstatus,indtag,marital,agewed,divorce,spwrksta,spevwork,spocc,sppres,spwrkslf,spind,SPOCC10,spoccindv,spoccstatus,spocctag,SPPRES10,SPPRES105PLUS,SPIND10,spindstatus,spindtag,PAOCC16,PAPRES16,pawrkslf,PAIND16,PAOCC10,paoccindv,paoccstatus,paocctag,PAPRES10,PAPRES105PLUS,PAIND10,paindstatus,paindtag,maoccstatus,maocctag,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,RES16,REG16,MOBILE16,FAMILY16,INCOM16,hompop,babies,preteen,teens,adults,unrelat,earnrs,INCOME72,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,VOTE68,PRES68,IF68WHO,spkath,colath,libath,spksoc,colsoc,libsoc,spkcom,colcom,libcom,CAPPUN2,gunlaw,courts,relig,denom,other,fund,attend,racmar,racdin,racpush,racseg,raclive,racclos,racdis,racinteg,racobjct,racschol,racfew,rachaf,racmost,busing,racpres,racjob,happy,health,helpful,fair,trust,satjob,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,fework,fepres,abdefect,abnomore,abhlth,abpoor,abrape,absingle,chldidel,chldmore,chldnum,chldsoon,premarsx,news,COOP2,comprend,povline,incdef,realinc,coninc,ethnic,ethnum,workdy,workhr,spdays,sphour,ISCO68,PAISCO68,SPISCO68,ISCO88,PAISCO88,SPISCO88,ISCO08,PAISCO08,SPISCO08,SEI10,SEI10EDUC,SEI10INC,PASEI10,PASEI10EDUC,PASEI10INC,SPSEI10,SPSEI10EDUC,SPSEI10INC,cohort,marcohrt,wtssall
working fulltime,,c,c,someone else,d,not found,c,,"not found, coded","not found, assigned",c,c,c,"not found, coded","not found, assigned",married,c,,working fulltime,,c,c,someone else,d,c,,"not found, coded","not found, assigned",c,c,,"not found, no answer","not found, assigned",e,e,,e,e,,"not found, iap","not found, assigned",e,e,e,"not found, iap","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,c,c,c,e,d,c,high school,,high school,lt high school,male,black,town lt 50000,e. sou. central,different state,mother,average,5,1,0,e,c,c,c,$10000 to $12499,e. nor. central,city gt 250000,12 lrgst smsa's,751,c,c,c,c,b,c,c,c,b,c,c,c,e,e,e,e,e,e,"ind,near dem",voted,humphrey,,allowed,allowed,not remove,allowed,not allowed,not remove,allowed,not fired,not remove,"no,dont favor",oppose,too harsh,protestant,methodist-dk which,,moderate,once a year,,,,,,,,,,same schools,,,,favor,,,pretty happy,good,lookout for self,take advantage,can't be too careful,very satisfied,middle class,not at all sat,stayed same,average,yes,no,no,,approve,yes,yes,yes,yes,yes,yes,yes,c,no,e,e,not wrong at all,everyday,friendly and eager,good,not poor,"5,000 to 9,999",c,c,africa,names 1,"mon to fri,sat",reg day,mon to fri,reg day,c,e,c,c,e,c,mail carriers and sorting clerks,,information and communications technology operations technicians,c,c,d,e,e,e,c,c,c,c,d,c
working fulltime,,d,c,someone else,c,not found,c,,"not found, coded","not found, assigned",c,c,d,"not found, no code assigned","not found, not assigned",married,c,yes,keeping house,no,e,e,,e,e,,"not found, iap","not found, assigned",e,e,,"not found, iap","not found, assigned",d,b,self-employed,c,c,,"not found, coded","not found, assigned",c,b,d,"not found, no code assigned","not found, not assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,e,c,c,e,c,c,high school,lt high school,lt high school,lt high school,male,black,50000 to 250000,w. sou. central,different state,mother & father,average,4,1,0,c,c,c,c,$10000 to $12499,e. nor. central,city gt 250000,12 lrgst smsa's,751,c,c,b,c,c,c,e,e,e,e,e,e,c,c,c,c,c,c,strong democrat,voted,humphrey,,allowed,not allowed,not remove,allowed,not allowed,not remove,allowed,not fired,not remove,"no,dont favor",favor,not harsh enough,protestant,baptist-dk which,,fundamentalist,every week,,,,,,,,,,,,,,oppose,,,pretty happy,fair,lookout for self,depends,can trust,very satisfied,working class,more or less,stayed same,average,yes,no,no,,approve,yes,,,,,,,e,no,e,e,not wrong at all,everyday,cooperative,good,not poor,"5,000 to 9,999",c,c,africa,names 1,"mon to fri,sat",reg day,,,c,c,e,c,c,e,cooks,cooks,,b,b,b,b,c,b,e,e,e,c,c,c
working fulltime,,d,c,someone else,d,not found,c,,"not found, coded","not found, assigned",d,d,d,"not found, coded","not found, assigned",married,c,yes,working fulltime,,c,c,someone else,c,c,,"not found, coded","not found, assigned",c,c,air transportation,"not found, coded","not found, assigned",e,e,,e,e,,"not found, iap","not found, assigned",e,e,e,"not found, iap","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",b,c,c,c,e,c,c,high school,,high school,high school,male,black,city gt 250000,e. nor. central,same city,mother,average,6,0,2,e,c,c,c,$10000 to $12499,e. nor. central,city gt 250000,12 lrgst smsa's,751,c,c,c,c,c,c,c,c,c,c,c,c,e,e,e,e,e,e,strong democrat,voted,humphrey,,allowed,not allowed,not remove,allowed,allowed,not remove,allowed,not fired,not remove,"no,dont favor",favor,,protestant,methodist-dk which,,moderate,once a year,,,,,,,,,,same schools,,,,,,,very happy,excellent,helpful,fair,can trust,mod. satisfied,middle class,more or less,stayed same,average,yes,yes,no,,approve,yes,yes,yes,yes,yes,yes,yes,e,no,e,e,not wrong at all,everyday,cooperative,good,not poor,"5,000 to 9,999",c,c,africa,names 1,no schedule,varies,no schedule,reg day,c,e,c,c,e,c,police officers,,travel consultants and clerks,d,d,d,e,e,e,c,c,c,c,c,c
working fulltime,,c,c,someone else,c,not found,d,,"not found, coded","not found, assigned",c,c,c,"not found, coded","not found, assigned",married,c,no,keeping house,yes,d,c,someone else,c,c,,"not found, coded","not found, assigned",c,c,hospitals,"not found, coded","not found, assigned",e,e,,d,e,,"not found, no answer","not found, assigned",e,e,e,"not found, no answer","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",d,c,b,c,e,e,c,high school,lt high school,lt high school,high school,male,black,50000 to 250000,w. sou. central,different state,m and f relatives,below average,6,2,0,c,e,e,c,$4000 to $5999,e. nor. central,city gt 250000,12 lrgst smsa's,751,d,c,b,c,b,c,d,c,c,c,c,c,e,e,e,e,e,e,strong democrat,voted,humphrey,,allowed,allowed,remove,allowed,allowed,remove,allowed,,,"yes,favor",favor,not harsh enough,protestant,baptist-dk which,,fundamentalist,once a month,,,,,,,,,,same schools,,,,oppose,,,pretty happy,good,lookout for self,take advantage,can trust,a little dissat,working class,not at all sat,stayed same,below average,yes,yes,no,,approve,yes,no,no,,,,no,e,uncertain,e,e,not wrong at all,few times a week,cooperative,good,borderline,-999 to 999,c,c,africa,names 1,"mon to fri,sat",reg day,,,d,e,b,c,e,c,heavy truck and lorry drivers,,health care assistants,c,c,c,e,e,e,c,c,b,d,d,e
working fulltime,,c,c,someone else,b,not found,d,,"not found, coded","not found, assigned",c,c,c,"not found, coded","not found, assigned",widowed,c,no,,,e,e,,e,e,,"not found, iap","not found, assigned",e,e,,"not found, iap","not found, assigned",c,b,someone else,c,c,,"not found, coded","not found, assigned",c,c,b,"not found, coded","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",d,c,c,c,a,a,e,lt high school,lt high school,lt high school,,female,white,city gt 250000,e. nor. central,same city,mother & father,above average,1,0,0,c,b,e,c,$6000 to $7999,e. nor. central,city gt 250000,smsa's 13-100,717,c,c,c,c,c,c,e,e,e,e,e,e,d,c,c,c,b,c,strong democrat,voted,humphrey,,not allowed,not allowed,,not allowed,not allowed,remove,not allowed,not fired,not remove,,favor,,catholic,,,moderate,every week,,,,,no,,,,no difference,same schools,no,no,no,oppose,,as good a chance,pretty happy,good,helpful,fair,can trust,mod. satisfied,working class,more or less,stayed same,average,yes,yes,no,,disapprove,no,,yes,,,,,c,no,e,e,,everyday,cooperative,fair,not poor,"1,000 to 4,999",c,c,,cannot choose 1,mon to fri,reg day,,,d,c,e,c,c,e,product graders and testers (excluding foods and beverages),miners and quarriers,,c,c,c,c,c,d,e,e,e,c,c,b
keeping house,yes,c,c,someone else,b,not found,d,,"not found, no code assigned","not found, not assigned",e,e,c,"not found, coded","not found, assigned",married,c,no,working fulltime,,d,c,someone else,d,c,,"not found, coded","not found, assigned",d,d,"justice, public order, and safety activities","not found, coded","not found, assigned",b,c,self-employed,c,d,,"not found, no code assigned","not found, not assigned",e,e,d,"not found, no code assigned","not found, not assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,d,c,c,c,c,c,high school,lt high school,lt high school,high school,female,white,city gt 250000,e. nor. central,same city,mother & father,average,7,2,2,c,c,c,e,$10000 to $12499,e. nor. central,city gt 250000,smsa's 13-100,717,d,c,c,b,c,c,c,c,c,c,c,c,c,c,d,c,c,c,strong democrat,voted,humphrey,,not allowed,not allowed,remove,,allowed,remove,not allowed,not fired,not remove,"yes,favor",favor,about right,catholic,,,moderate,every week,no,not object,disagree slightly,agree strongly,yes,yes,4-8 blks away,stay integrated,no difference,same schools,no,no,"yes, object",oppose,yes,as good a chance,pretty happy,good,lookout for self,take advantage,can't be too careful,,working class,not at all sat,stayed same,below average,yes,yes,no,,disapprove,no,no,no,yes,no,no,no,c,no,e,e,sometimes wrong,everyday,friendly and eager,good,not poor,"5,000 to 9,999",c,c,poland,names 1,,,no schedule,nights,d,b,c,d,d,c,uncodeable,uncodeable,police officers,e,e,e,e,e,e,d,d,d,c,c,c
working parttime,,c,c,someone else,c,not found,d,,"not found, no code assigned","not found, not assigned",e,e,d,"not found, no code assigned","not found, not assigned",married,c,no,working fulltime,,c,c,someone else,d,c,,"not found, coded","not found, assigned",c,c,"justice, public order, and safety activities","not found, coded","not found, assigned",e,e,,e,e,,"not found, iap","not found, assigned",e,e,e,"not found, iap","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",d,c,c,c,e,e,b,lt high school,,,lt high school,female,white,town lt 50000,e. nor. central,same city,mother,far below average,3,0,0,c,c,c,d,$15000 to $17499,e. nor. central,city gt 250000,smsa's 13-100,717,c,c,c,c,c,c,c,c,b,c,d,c,e,e,e,e,e,e,strong democrat,voted,,,not allowed,not allowed,not remove,allowed,allowed,remove,not allowed,fired,not remove,"no,dont favor",favor,not harsh enough,catholic,,,moderate,every week,no,not object,agree slightly,disagree slightly,no,,,,no difference,same schools,no,no,no,oppose,yes,as good a chance,not too happy,poor,helpful,fair,can trust,very satisfied,working class,more or less,stayed same,average,yes,yes,no,,approve,yes,,no,yes,no,no,no,c,no,e,e,always wrong,everyday,cooperative,good,not poor,"10,000 to 20,000",c,c,american only,names 1,,,mon to fri,reg day,c,e,d,d,e,c,uncodeable,,carpenters and joiners,e,e,e,e,e,e,c,c,c,c,c,c
working fulltime,,c,c,someone else,b,not found,c,,"not found, coded","not found, assigned",c,c,b,"not found, coded","not found, assigned",never married,e,,,,e,e,,e,e,,"not found, iap","not found, assigned",e,e,,"not found, iap","not found, assigned",c,c,someone else,c,d,,"not found, coded","not found, assigned",c,c,c,"not found, coded","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",b,b,b,c,e,c,e,high school,,high school,,male,white,city gt 250000,e. nor. central,same city,mother & father,average,3,0,0,c,c,c,c,,e. nor. central,city gt 250000,smsa's 13-100,717,c,c,b,c,d,c,e,e,e,e,e,e,d,c,c,c,b,c,not str democrat,voted,,,allowed,not allowed,remove,allowed,,remove,not allowed,fired,not remove,"no,dont favor",,not harsh enough,catholic,,,moderate,every week,no,not object,agree slightly,disagree slightly,yes,yes,1-3 blks away,stay integrated,no difference,same schools,no,no,,oppose,yes,as good a chance,pretty happy,excellent,depends,depends,can't be too careful,mod. satisfied,working class,more or less,better,average,yes,yes,no,,approve,yes,,,yes,no,,no,c,inappropriate,e,e,always wrong,everyday,friendly and eager,good,not poor -- imputed,,e,e,poland,names 1,mon to fri,reg day,,,d,d,e,c,c,e,carpenters and joiners,heavy truck and lorry drivers,,c,c,c,c,c,c,e,e,e,d,e,c
working fulltime,,c,c,someone else,c,not found,d,,"not found, no code assigned","not found, not assigned",e,e,c,"not found, coded","not found, assigned",married,c,no,working fulltime,,c,c,someone else,c,d,,"not found, coded","not found, assigned",c,c,uncodeable,"not found, no code assigned","not found, not assigned",c,c,someone else,c,c,,"not found, coded","not found, assigned",c,c,c,"not found, coded","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,c,c,c,c,c,c,high school,lt high school,high school,high school,female,white,city gt 250000,e. nor. central,same city,mother & father,average,4,1,1,c,c,c,b,$2000 to $3999,e. nor. central,city gt 250000,smsa's 13-100,717,c,c,b,c,c,c,c,c,c,c,c,c,c,c,d,c,c,c,other party,voted,,,allowed,allowed,not remove,allowed,allowed,remove,not allowed,fired,not remove,"yes,favor",favor,not harsh enough,catholic,,,moderate,,,not object,disagree strongly,agree strongly,no,,,,no difference,same schools,no,no,"yes, object",oppose,yes,,pretty happy,excellent,helpful,fair,can't be too careful,mod. satisfied,middle class,not at all sat,worse,far below average,yes,yes,no,,disapprove,yes,no,no,yes,no,no,no,e,no,e,e,,everyday,cooperative,good,poor,"-4,999 to -1,000",c,b,,cannot choose 1,mon to fri,reg day,mon to fri,reg day,d,c,d,d,c,c,uncodeable,production clerks,product graders and testers (excluding foods and beverages),e,e,e,c,c,c,c,c,c,c,c,c
keeping house,yes,c,c,someone else,b,not found,c,,"not found, coded","not found, assigned",c,c,b,"not found, coded","not found, assigned",widowed,c,no,,,e,e,,e,e,,"not found, iap","not found, assigned",e,e,,"not found, iap","not found, assigned",c,c,someone else,c,d,,"not found, no code assigned","not found, not assigned",e,e,c,"not found, coded","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,c,e,a,e,e,e,lt high school,,,,male,white,farm,foreign,different state,mother & father,below average,1,0,0,c,b,e,c,$2000 to $3999,e. nor. central,city gt 250000,smsa's 13-100,717,d,c,c,c,c,c,e,e,e,e,e,e,d,c,c,c,b,c,not str democrat,voted,humphrey,,allowed,allowed,remove,allowed,allowed,remove,allowed,,,"yes,favor",favor,not harsh enough,catholic,,,moderate,every week,no,mildly object,agree slightly,agree slightly,no,,,,no difference,same schools,no,no,,oppose,no,as good a chance,not too happy,good,helpful,fair,can't be too careful,,lower class,more or less,stayed same,average,,,,,approve,yes,yes,yes,yes,yes,yes,yes,c,inappropriate,e,e,sometimes wrong,everyday,friendly and eager,fair,not poor,"1,000 to 4,999",c,b,poland,names 1,,,,,d,c,e,c,d,e,"concrete placers, concrete finishers and related workers",uncodeable,,c,b,c,e,e,e,e,e,e,a,a,b
working parttime,,c,c,someone else,d,not found,c,,"not found, coded","not found, assigned",c,c,e,"not found, no answer","not found, assigned",divorced,c,,,,e,e,,e,e,,"not found, iap","not found, assigned",e,e,,"not found, iap","not found, assigned",c,b,someone else,c,d,,"not found, coded","not found, assigned",b,b,b,"not found, coded","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",b,c,b,c,c,c,e,high school,lt high school,high school,,female,white,city gt 250000,e. nor. central,same city,mother & father,average,2,1,0,c,b,c,c,lt $2000,e. nor. central,city gt 250000,smsa's 13-100,717,c,c,c,c,c,c,e,e,e,e,e,e,d,c,c,b,a,b,strong democrat,voted,humphrey,,not allowed,not allowed,,,,remove,not allowed,,remove,"no,dont favor",favor,not harsh enough,catholic,,,moderate,sevrl times a yr,no,not object,agree strongly,disagree strongly,no,,,,no difference,same schools,no,no,"yes, object",,yes,as good a chance,pretty happy,poor,lookout for self,take advantage,can't be too careful,very satisfied,lower class,not at all sat,stayed same,below average,yes,yes,no,,disapprove,yes,yes,no,yes,no,yes,no,c,no,e,e,not wrong at all,never,cooperative,fair,poor,"-4,999 to -1,000",b,b,,cannot choose 1,,,,,c,c,e,c,c,e,general office clerks,"packing, bottling and labelling machine operators",,c,c,c,b,b,b,e,e,e,d,d,b
working fulltime,,c,c,someone else,b,not found,d,,"not found, coded","not found, assigned",c,c,c,"not found, coded","not found, assigned",never married,e,,,,e,e,,e,e,,"not found, iap","not found, assigned",e,e,,"not found, iap","not found, assigned",c,c,someone else,c,d,,"not found, coded","not found, assigned",c,b,c,"not found, coded","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,b,b,c,c,c,e,lt high school,lt high school,lt high school,,male,white,city gt 250000,e. nor. central,same city,mother & father,average,4,0,0,c,e,c,d,$10000 to $12499,e. nor. central,city gt 250000,smsa's 13-100,717,d,c,b,c,b,c,e,e,e,e,e,e,d,c,c,c,c,c,not str democrat,not eligible,,,not allowed,,not remove,allowed,allowed,remove,allowed,not fired,remove,"no,dont favor",favor,about right,catholic,,,moderate,once a year,no,not object,agree strongly,disagree strongly,yes,yes,1-3 blks away,stay integrated,no difference,same schools,no,no,no,favor,yes,as good a chance,pretty happy,excellent,lookout for self,fair,can trust,a little dissat,working class,not at all sat,worse,below average,yes,yes,no,,approve,,no,yes,yes,no,no,no,c,inappropriate,e,e,not wrong at all,everyday,cooperative,fair,not poor,"5,000 to 9,999",c,c,,cannot name any,mon to fri,reg day,,,d,d,e,c,c,e,heavy truck and lorry drivers,"metal finishing, plating and coating machine operators",,c,c,c,c,c,c,e,e,e,d,e,e
working fulltime,,c,c,someone else,b,not found,d,,"not found, no code assigned","not found, not assigned",e,e,c,"not found, coded","not found, assigned",married,c,yes,keeping house,yes,c,c,someone else,c,c,,"not found, coded","not found, assigned",b,b,footwear manufacturing,"not found, coded","not found, assigned",c,c,someone else,c,c,,"not found, coded","not found, assigned",c,c,c,"not found, coded","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,c,c,c,c,e,c,lt high school,lt high school,,lt high school,male,white,city gt 250000,e. nor. central,same city,mother & father,below average,2,0,0,c,c,c,c,$6000 to $7999,e. nor. central,city gt 250000,smsa's 13-100,717,c,c,c,c,c,c,d,c,c,b,b,b,c,c,b,c,c,c,strong democrat,did not vote,,,allowed,allowed,not remove,allowed,allowed,remove,allowed,not fired,remove,"no,dont favor",favor,,protestant,other,christian scientist,fundamentalist,never,no,not object,,disagree strongly,no,,,,no difference,same schools,no,no,no,oppose,yes,as good a chance,very happy,excellent,helpful,fair,can trust,mod. satisfied,lower class,more or less,stayed same,far below average,yes,yes,no,,approve,yes,yes,yes,yes,yes,,,c,no,e,e,,once a week,friendly and eager,fair,not poor,"1,000 to 4,999",c,c,poland,names 1,"mon to fri,sat",reg day,,,d,c,c,d,c,c,uncodeable,metal working machine tool setters and operators,shoemaking and related machine operators,e,e,e,c,c,c,b,b,b,c,c,c
keeping house,yes,c,c,someone else,c,not found,d,,"not found, no code assigned","not found, not assigned",e,e,d,"not found, no code assigned","not found, not assigned",married,c,yes,working fulltime,,c,c,someone else,b,d,,"not found, no code assigned","not found, not assigned",e,e,"machinery manufacturing, n.e.c.","not found, coded","not found, assigned",c,c,self-employed,c,b,,"not found, coded","not found, assigned",c,c,d,"not found, no code assigned","not found, not assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,b,c,b,e,b,a,lt high school,lt high school,lt high school,lt high school,female,white,farm,e. sou. central,"same st,dif city",mother & father,far below average,2,0,0,c,c,c,c,$2000 to $3999,e. sou. central,open country,other urban,2,c,c,c,b,b,b,c,c,b,c,c,c,c,c,c,c,c,c,not str democrat,voted,nixon,,not allowed,not allowed,remove,not allowed,not allowed,remove,not allowed,fired,remove,"no,dont favor",favor,not harsh enough,none,,,liberal,once a year,yes,not object,agree strongly,disagree slightly,no,,,,no difference,same schools,no,no,no,oppose,no,as good a chance,not too happy,poor,depends,fair,can't be too careful,,lower class,more or less,stayed same,average,yes,yes,no,,,no,yes,,yes,yes,yes,,c,no,e,e,always wrong,less than once wk,cooperative,fair,borderline,-999 to 999,c,b,,cannot name any,,,mon to fri,reg day,d,c,d,d,b,d,uncodeable,agricultural and forestry production managers,uncodeable,e,e,e,c,c,c,e,e,e,c,c,c
