wrkstat,HRS1,HRS2,evwork,occ,prestige,wrkslf,industry,found,OCC10,occindv,occstatus,occtag,PRESTG10,PRESTG105PLUS,INDUS10,indstatus,indtag,marital,agewed,divorce,spwrksta,SPHRS1,SPHRS2,spevwork,spocc,sppres,spwrkslf,spind,SPOCC10,spoccindv,spoccstatus,spocctag,SPPRES10,SPPRES105PLUS,SPIND10,spindstatus,spindtag,PAOCC16,PAPRES16,pawrkslf,PAIND16,PAOCC10,paoccindv,paoccstatus,paocctag,PAPRES10,PAPRES105PLUS,PAIND10,paindstatus,paindtag,maoccstatus,maocctag,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,RES16,REG16,MOBILE16,FAMILY16,FAMDIF16,mawork,mawkbaby,MAWK16,INCOM16,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,VOTE72,PRES72,IF72WHO,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,spkath,colath,libath,spksoc,colsoc,libsoc,spkcom,colcom,libcom,spkhomo,colhomo,libhomo,cappun,gunlaw,courts,courtsy,wirtap,relig,denom,other,fund,attend,reliten,RELIG16,DENOM16,OTH16,FUND16,sprel,spden,spother,spfund,SPREL16,SPDEN16,SPOTH16,SPFUND16,prayer,prayery,racmar,racdin,raclive,racclos,racdis,racinteg,rachome,racfew,rachaf,racmost,busing,racpres,happy,hapmar,health,life,satcity,sathobby,satfam,satfrnd,sathealt,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,socrel,socommun,socfrend,socbar,ANOMIA1,ANOMIA2,ANOMIA3,ANOMIA4,ANOMIA5,ANOMIA6,ANOMIA7,ANOMIA8,ANOMIA9,satjob,richwork,jobinc,jobsec,jobhour,jobpromo,jobmeans,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,unemp,govaid,getahead,fehome,fework,fepres,fepol,fepoly,abdefect,abnomore,abhlth,abpoor,abrape,absingle,chldidel,chldmore,chldnum,chldsoon,pill,teenpill,sexeduc,divlaw,premarsx,xmarsex,homosex,fear,burglr,robbry,owngun,pistol,shotgun,rifle,ticket,arrest,phone,coop,comprend,form,memfrat,memserv,memvet,mempolit,memunion,memsport,memyouth,memschl,memhobby,memgreek,memnat,memfarm,memlit,memprof,memchurh,memother,memnum,povline,incdef,realinc,realrinc,coninc,conrinc,ethnic,ethnum,vetyears,vetkind,worda,wordb,wordc,wordd,worde,wordf,wordg,wordh,wordi,wordj,wordsum,ISCO68,PAISCO68,SPISCO68,ISCO88,PAISCO88,SPISCO88,ISCO08,PAISCO08,SPISCO08,SEI10,SEI10EDUC,SEI10INC,PASEI10,PASEI10EDUC,PASEI10INC,SPSEI10,SPSEI10EDUC,SPSEI10INC,commun,russia,japan,england,canada,brazil,china,israel,egypt,cohort,marcohrt,sampcode,wtssall
working fulltime,c,e,,c,c,someone else,d,found,b,verbatims for r,"found, coded",found,d,d,c,"found, coded",found,married,c,no,working fulltime,c,e,,b,c,someone else,c,c,verbatims for sp,"found, coded",found,c,c,employment services,"found, coded",found,e,e,,e,e,no verbatims for pa,"found, iap",found,e,e,e,"found, iap",found,"found, iap",found,"found, iap",found,b,c,c,c,e,e,c,lt high school,,,high school,female,white,big-city suburb,e. nor. central,,other,other,,,,above average,d,c,e,c,c,c,e,$10000 - 14999,lt $1000,e. nor. central,"suburb, lrg city","suburb, 12 lrgst",22,c,c,c,c,c,c,b,a,c,d,d,d,e,e,e,e,e,e,independent,voted,nixon,,moderate,too little,too little,too little,too little,too little,about right,too little,about right,about right,too much,about right,allowed,allowed,not remove,allowed,allowed,not remove,allowed,not fired,not remove,allowed,allowed,not remove,oppose,favor,not harsh enough,,disapprove,jewish,,,liberal,never,strong,jewish,,,liberal,jewish,,,liberal,jewish,,,liberal,approve,,no,not object,yes,no,over 8 blks,stay integrated,no,no,no,no,oppose,yes,very happy,very happy,good,exciting,great deal,great deal,very great deal,very great deal,very great deal,only some,only some,a great deal,hardly any,hardly any,a great deal,only some,a great deal,a great deal,a great deal,only some,only some,sev times a mnth,sev times a week,sev times a mnth,once a month,disagree,disagree,agree,disagree,agree,agree,agree,agree,agree,very satisfied,continue working,second,fourth,fifth,third,most impt,middle class,not at all sat,worse,average,yes,no,no,,no,no,hard work,disagree,approve,yes,disagree,,yes,yes,yes,yes,yes,yes,c,no,e,e,available,available,favor,easier,sometimes wrong,always wrong,always wrong,no,no,no,no,no,no,no,yes,no,phone in home,"friendly,interested",good,standard <x>,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,c,not poor,"5,000 to 9,999",c,b,c,b,russia,names 1,none,,incorrect,correct,incorrect,correct,correct,incorrect,incorrect,incorrect,correct,incorrect,c,c,e,b,c,e,c,accountants,,commercial sales representatives,d,d,d,e,e,e,c,c,d,worst kind,b,c,c,c,e,b,d,c,c,c,128,c
"unempl, laid off",e,e,,b,c,someone else,c,found,c,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,never married,e,,,e,e,,e,e,,e,e,no verbatims for sp,"found, iap",found,e,e,,"found, iap",found,b,c,self-employed,c,c,verbatims for pa,"found, coded",found,b,b,c,"found, coded",found,"found, iap",found,"found, iap",found,c,e,b,c,d,c,e,bachelor,bachelor,high school,,male,white,big-city suburb,e. nor. central,same city,mother & father,,no,,,average,b,c,c,c,b,e,c,lt $1000,lt $1000,e. nor. central,city gt 250000,12 lrgst smsa's,751,b,b,c,d,d,c,e,e,e,e,e,e,c,c,d,c,c,c,independent,did not vote,,other,liberal,too much,too little,about right,too little,about right,about right,about right,about right,too much,too much,about right,allowed,allowed,not remove,allowed,allowed,not remove,allowed,not fired,not remove,allowed,allowed,not remove,oppose,oppose,about right,,disapprove,none,,,liberal,once a year,no religion,protestant,methodist-dk which,,moderate,,,,,,,,,disapprove,,no,not object,yes,yes,same block,stay integrated,no,"yes, object",,,oppose,yes,pretty happy,,excellent,exciting,quite a bit,quite a bit,quite a bit,quite a bit,quite a bit,only some,only some,only some,hardly any,only some,only some,a great deal,hardly any,hardly any,a great deal,only some,hardly any,sev times a year,sev times a week,sev times a week,sev times a week,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,,continue working,third,fourth,fifth,second,most impt,working class,satisfied,stayed same,average,,,,,yes,no,both equally,disagree,approve,yes,disagree,,yes,yes,yes,no,yes,,e,uncertain,e,e,available,available,favor,easier,sometimes wrong,sometimes wrong,not wrong at all,yes,no,no,no,no,no,no,yes,yes,no phone,cooperative,good,standard <x>,no,no,no,no,no,no,no,,no,no,no,no,no,no,no,no,c,poor,"-4,999 to -1,000",b,b,b,b,,cannot choose 1,none,,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,d,b,b,e,c,c,e,"musicians, singers and composers",shop sales assistants,,c,c,c,c,c,c,e,e,e,ok for some,d,b,c,c,c,c,d,b,d,e,128,b
working fulltime,c,e,,c,c,someone else,b,found,d,verbatims for r,"found, coded",found,b,b,c,"found, coded",found,never married,e,,,e,e,,e,e,,e,e,no verbatims for sp,"found, iap",found,e,e,,"found, iap",found,e,e,,e,e,no verbatims for pa,"found, iap",found,e,e,e,"found, iap",found,"found, iap",found,"found, iap",found,c,b,b,c,e,c,e,lt high school,,lt high school,,male,black,city gt 250000,e. nor. central,same city,mother,parent died,no,,,far below average,c,c,c,c,c,c,c,$1000 to 2999,lt $1000,e. nor. central,city gt 250000,12 lrgst smsa's,751,d,c,c,b,c,c,e,e,e,e,e,e,e,e,e,e,e,e,not str democrat,did not vote,,mcgovern,slightly liberal,too much,too little,too little,too little,too little,about right,too little,too little,too little,too little,too little,allowed,not allowed,not remove,allowed,not allowed,not remove,allowed,not fired,not remove,allowed,not allowed,remove,,favor,,too harsh,disapprove,protestant,baptist-dk which,,fundamentalist,once a year,not very strong,protestant,baptist-dk which,,fundamentalist,,,,,,,,,,required,,,,,,,,,,,favor,yes,not too happy,,good,routine,a fair amount,quite a bit,great deal,some,great deal,only some,a great deal,a great deal,only some,only some,a great deal,only some,a great deal,hardly any,a great deal,only some,a great deal,sev times a mnth,sev times a week,almost daily,once a month,agree,disagree,agree,agree,agree,agree,agree,agree,disagree,mod. satisfied,stop working,fifth,most impt,third,second,fourth,middle class,more or less,stayed same,average,,,,,yes,no,hard work,agree,approve,yes,,men,no,yes,yes,yes,yes,yes,c,yes,c,b,available,available,favor,easier,not wrong at all,always wrong,always wrong,no,no,no,no,no,no,no,yes,yes,phone in home,cooperative,good,alternate <y>,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,c,poor,"-4,999 to -1,000",b,b,b,b,,cannot name any,none,,correct,,,incorrect,incorrect,,incorrect,correct,incorrect,incorrect,b,d,e,e,d,e,e,manufacturing labourers not elsewhere classified,,,c,b,c,e,e,e,e,e,e,,b,c,d,c,d,c,d,d,d,e,128,c
working fulltime,c,e,,d,b,someone else,c,found,c,verbatims for r,"found, coded",found,b,b,b,"found, coded",found,married,c,yes,working parttime,a,e,,e,b,someone else,c,c,verbatims for sp,"found, coded",found,b,b,private households,"found, coded",found,e,e,,e,e,no verbatims for pa,"found, iap",found,e,e,e,"found, iap",found,"found, iap",found,"found, iap",found,c,b,d,b,e,e,a,lt high school,,lt high school,lt high school,male,black,"country,nonfarm",e. sou. central,different state,mother,"divorce,separated",yes,yes,no,far below average,c,c,c,c,c,c,c,$8000 to 9999,$8000 to 9999,e. nor. central,city gt 250000,12 lrgst smsa's,751,d,c,c,b,b,b,d,c,c,b,b,a,e,e,e,e,e,e,,voted,mcgovern,,liberal,too much,too much,too little,too little,too little,too little,about right,too little,too much,too much,too little,allowed,allowed,not remove,allowed,allowed,remove,allowed,,not remove,not allowed,not allowed,remove,oppose,oppose,,,disapprove,none,,,liberal,never,no religion,protestant,baptist-dk which,,fundamentalist,protestant,other,,,protestant,baptist-dk which,,fundamentalist,,required,,,,,,,,,,,favor,yes,very happy,very happy,good,dull,very great deal,great deal,great deal,great deal,great deal,only some,hardly any,a great deal,hardly any,a great deal,hardly any,a great deal,only some,only some,only some,only some,only some,sev times a year,never,never,never,agree,disagree,agree,disagree,agree,agree,agree,agree,agree,very satisfied,stop working,third,most impt,fifth,second,fourth,middle class,more or less,stayed same,below average,yes,no,no,,no,no,hard work,,disapprove,yes,,women,no,no,no,no,yes,yes,c,no,e,e,not available,not available,oppose,easier,not wrong at all,sometimes wrong,always wrong,yes,no,no,no,no,no,no,yes,yes,phone in home,cooperative,fair,alternate <y>,no,no,yes,no,,no,no,no,no,no,no,no,no,no,no,no,c,not poor,"5,000 to 9,999",c,c,c,c,,cannot name any,2 to 4  years,army,,correct,,,,incorrect,correct,,,,b,d,e,c,c,e,d,other cleaning workers,,domestic cleaners and helpers,c,c,c,e,e,e,b,b,b,"bad, not worst",c,c,c,b,c,c,c,d,b,b,128,c
keeping house,e,e,no,e,e,,e,found,e,no verbatims for r,"found, iap",found,e,e,e,"found, iap",found,married,c,no,retired,e,e,yes,c,c,someone else,b,d,verbatims for sp,"found, coded",found,c,c,foundries,"found, coded",found,c,c,someone else,e,c,verbatims for pa,"found, coded",found,b,b,e,"found, no answer",found,"found, iap",found,"found, iap",found,c,e,d,c,c,c,c,high school,lt high school,lt high school,lt high school,female,black,city gt 250000,e. nor. central,same city,mother & father,,yes,,yes,average,c,c,c,c,d,c,b,$8000 to 9999,,e. nor. central,city gt 250000,12 lrgst smsa's,751,e,e,e,e,e,e,d,c,c,c,c,c,d,c,c,b,b,c,not str democrat,voted,mcgovern,,moderate,too much,too little,too little,,too little,too little,too little,too little,,too much,,not allowed,not allowed,remove,not allowed,not allowed,remove,not allowed,fired,remove,allowed,not allowed,remove,oppose,favor,not harsh enough,,disapprove,catholic,,,moderate,every week,strong,protestant,baptist-dk which,,fundamentalist,protestant,methodist-dk which,,moderate,protestant,methodist-dk which,,moderate,,,,,,,,,,,,,oppose,yes,very happy,very happy,good,exciting,quite a bit,quite a bit,great deal,great deal,a fair amount,only some,a great deal,a great deal,only some,only some,a great deal,only some,a great deal,only some,only some,only some,only some,sev times a week,sev times a mnth,once a year,never,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,agree,,,fourth,third,fifth,most impt,second,middle class,satisfied,stayed same,average,,,,,no,yes,hard work,disagree,approve,yes,,,yes,no,yes,no,yes,no,c,inappropriate,e,e,available,not available,favor,more difficult,always wrong,always wrong,always wrong,yes,no,no,no,no,no,no,no,no,phone in home,"friendly,interested",good,standard <x>,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,c,not poor,"5,000 to 9,999",c,e,c,e,,cannot name any,none,,correct,correct,incorrect,correct,correct,incorrect,incorrect,incorrect,correct,incorrect,c,e,c,d,e,c,c,,shop sales assistants,welders and flamecutters,e,e,e,c,c,c,c,b,c,ok for some,c,c,c,e,e,d,e,c,b,b,128,d
working parttime,c,e,,d,b,someone else,c,found,c,verbatims for r,"found, coded",found,b,b,c,"found, coded",found,widowed,e,no,,e,e,,e,e,,e,e,no verbatims for sp,"found, iap",found,e,e,,"found, iap",found,c,b,someone else,c,d,verbatims for pa,"found, coded",found,b,b,b,"found, coded",found,"found, iap",found,"found, iap",found,d,b,c,b,b,b,e,lt high school,lt high school,lt high school,,female,white,city gt 250000,e. nor. central,same city,mother & father,,no,,,below average,d,c,c,c,e,e,c,$1000 to 2999,$1000 to 2999,e. nor. central,city gt 250000,12 lrgst smsa's,751,d,c,c,b,b,b,e,e,e,e,e,e,d,c,c,b,c,b,not str democrat,voted,nixon,,slghtly conservative,too much,about right,about right,too little,too little,about right,too little,too little,,,,not allowed,not allowed,not remove,not allowed,,,allowed,fired,remove,allowed,allowed,not remove,favor,favor,,,disapprove,catholic,,,moderate,once a month,not very strong,catholic,,,moderate,,,,,,,,,,required,yes,not object,yes,yes,same block,,no,no,no,"yes, object",favor,yes,not too happy,,fair,dull,a fair amount,none,great deal,a little,a fair amount,a great deal,a great deal,a great deal,a great deal,a great deal,a great deal,a great deal,only some,a great deal,a great deal,a great deal,a great deal,sev times a year,never,never,never,agree,disagree,disagree,agree,disagree,disagree,agree,disagree,disagree,mod. satisfied,continue working,most impt,fifth,fourth,second,third,middle class,more or less,stayed same,average,no,,no,,no,no,both equally,agree,approve,yes,,equal,yes,no,yes,no,yes,no,c,inappropriate,e,e,available,not available,oppose,more difficult,always wrong,always wrong,sometimes wrong,yes,no,no,no,no,no,no,no,no,phone in home,"friendly,interested",poor,alternate <y>,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,c,borderline,-999 to 999,b,c,b,c,czechoslovakia,names 1,none,,correct,correct,,correct,correct,correct,incorrect,,correct,incorrect,c,c,d,e,d,d,e,domestic cleaners and helpers,manufacturing labourers not elsewhere classified,,b,b,b,c,c,b,e,e,e,worst kind,d,d,d,c,d,d,d,d,c,c,128,e
working fulltime,c,e,,c,c,someone else,b,found,d,verbatims for r,"found, coded",found,c,c,b,"found, coded",found,married,c,no,working fulltime,c,e,,c,b,someone else,b,d,verbatims for sp,"found, coded",found,b,b,"pottery, ceramics, and plumbing fixture manufacturing","found, coded",found,c,b,someone else,c,d,verbatims for pa,"found, coded",found,c,b,c,"found, coded",found,"found, iap",found,"found, iap",found,c,c,c,c,c,c,c,high school,lt high school,lt high school,lt high school,male,white,town lt 50000,e. nor. central,same city,mother & father,,yes,no,yes,average,c,c,c,c,c,c,c,$10000 - 14999,$10000 - 14999,e. nor. central,"city,10-49999",other urban,20,d,c,b,c,c,c,d,c,c,b,b,b,d,c,d,b,a,c,not str democrat,voted,nixon,,moderate,about right,too little,too little,too little,too little,too little,too little,too much,too much,too much,too much,allowed,allowed,not remove,allowed,allowed,not remove,allowed,fired,not remove,allowed,not allowed,not remove,favor,oppose,not harsh enough,,disapprove,protestant,baptist-dk which,,fundamentalist,never,not very strong,protestant,methodist-dk which,,moderate,protestant,baptist-dk which,,fundamentalist,protestant,baptist-dk which,,fundamentalist,disapprove,,no,mildly object,no,,,,no,no,no,no,oppose,yes,pretty happy,very happy,excellent,routine,a fair amount,quite a bit,very great deal,great deal,very great deal,hardly any,only some,only some,,only some,only some,only some,only some,only some,only some,only some,only some,sev times a year,almost daily,once a month,never,disagree,agree,disagree,agree,agree,disagree,agree,agree,agree,mod. satisfied,stop working,fourth,fifth,most impt,second,third,middle class,more or less,stayed same,average,yes,no,no,,no,yes,hard work,,approve,yes,,,,no,yes,no,no,no,c,no,e,e,not available,not available,favor,,sometimes wrong,almst always wrg,always wrong,no,no,no,no,no,no,no,no,no,phone in home,"friendly,interested",good,standard <x>,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,c,not poor,"5,000 to 9,999",c,c,c,c,england & wales,chooses 1 of 2+,2 to 4  years,army,correct,correct,,correct,correct,correct,incorrect,,correct,,c,d,d,d,d,c,d,"crane, hoist and related plant operators",stationary plant and machine operators,"packing, bottling and labelling machine operators",c,b,d,c,c,c,b,b,b,worst kind,c,b,c,c,c,c,c,c,c,c,174,c
retired,e,e,yes,c,b,someone else,b,found,d,verbatims for r,"found, coded",found,c,c,b,"found, coded",found,married,d,yes,working parttime,a,e,,d,b,someone else,c,c,verbatims for sp,"found, coded",found,c,b, restaurants and other food services,"found, coded",found,c,c,someone else,c,c,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,c,c,d,b,c,c,c,lt high school,lt high school,lt high school,high school,male,white,town lt 50000,e. nor. central,same city,mother & father,,no,,,average,c,c,c,c,c,c,c,$4000 to 4999,,e. nor. central,"city,10-49999",other urban,20,d,c,c,b,b,c,d,c,c,c,b,b,c,c,c,c,c,c,strong democrat,voted,mcgovern,,liberal,about right,,about right,too little,about right,too little,,too little,about right,too much,about right,not allowed,not allowed,not remove,allowed,allowed,not remove,,,not remove,,,,oppose,favor,,,disapprove,protestant,lutheran-dk which,,moderate,lt once a year,not very strong,protestant,no denomination,,moderate,protestant,other,nazarene,fundamentalist,protestant,no denomination,,moderate,,local decision,yes,not object,yes,yes,same block,stay integrated,no,no,no,no,oppose,yes,pretty happy,very happy,fair,routine,very great deal,none,very great deal,very great deal,some,only some,only some,,only some,a great deal,only some,,only some,only some,,only some,a great deal,almost daily,sev times a week,sev times a week,almost daily,agree,agree,,disagree,agree,disagree,agree,agree,agree,,,fifth,most impt,second,third,fourth,working class,more or less,better,average,yes,no,no,,no,yes,both equally,disagree,approve,yes,,equal,yes,no,yes,,yes,yes,c,no,e,e,available,available,favor,stay same,,sometimes wrong,almst always wrg,yes,no,no,no,no,no,no,no,no,phone in home,cooperative,fair,alternate <y>,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,c,not poor,"1,000 to 4,999",c,e,c,e,england & wales,names 1,none,,correct,correct,,correct,,incorrect,,,incorrect,incorrect,b,d,d,c,d,c,c,transport and storage labourers,assemblers not elsewhere classified,waiters,c,c,c,c,c,c,b,c,b,ok for some,c,c,c,b,c,c,c,c,b,c,174,c
retired,e,e,yes,d,b,someone else,b,found,d,verbatims for r,"found, coded",found,c,c,b,"found, coded",found,married,c,yes,keeping house,e,e,yes,d,c,someone else,d,c,verbatims for sp,"found, coded",found,c,c,nursing care facilities,"found, coded",found,d,c,someone else,c,c,verbatims for pa,"found, coded",found,b,b,b,"found, coded",found,"found, iap",found,"found, iap",found,c,d,d,a,e,a,b,lt high school,,lt high school,lt high school,male,white,farm,middle atlantic,different state,mother & father,,no,,,average,c,c,c,c,c,c,b,$4000 to 4999,,e. nor. central,"city,10-49999",other urban,20,d,c,c,b,b,b,d,c,c,c,c,c,c,c,b,c,c,c,not str democrat,did not vote,,nixon,slightly liberal,too much,too much,too much,too much,too little,about right,about right,about right,about right,about right,about right,not allowed,not allowed,remove,not allowed,not allowed,remove,not allowed,fired,remove,not allowed,not allowed,remove,oppose,favor,not harsh enough,,disapprove,protestant,other,"united brethren, united brethren in christ",fundamentalist,every week,strong,protestant,methodist-dk which,,moderate,protestant,other,nazarene,fundamentalist,protestant,methodist-dk which,,moderate,disapprove,,yes,not object,yes,yes,same block,stay integrated,yes,no,no,no,oppose,yes,pretty happy,pretty happy,good,routine,great deal,great deal,great deal,great deal,great deal,only some,a great deal,a great deal,only some,a great deal,only some,only some,hardly any,only some,,only some,only some,sev times a mnth,sev times a week,once a month,never,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,,,fourth,fifth,third,most impt,second,working class,more or less,stayed same,average,,,,,no,no,hard work,agree,disapprove,no,agree,,no,no,no,no,no,no,c,inappropriate,e,e,,,oppose,more difficult,sometimes wrong,always wrong,always wrong,no,no,no,no,no,no,no,no,no,phone in home,"friendly,interested",good,standard <x>,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,c,not poor,"1,000 to 4,999",c,e,c,e,germany,chooses 1 of 2+,less than 2 yrs,army,correct,correct,incorrect,correct,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,b,d,c,b,d,d,c,metal processing plant operators,crop farm labourers,health care assistants,c,b,c,b,b,b,c,c,b,worst kind,d,c,d,c,c,d,d,d,b,b,174,c
keeping house,e,e,yes,c,b,someone else,c,found,d,verbatims for r,"found, coded",found,b,b,b,"found, coded",found,married,c,no,retired,e,e,yes,c,c,someone else,b,d,verbatims for sp,"found, coded",found,c,b,"pottery, ceramics, and plumbing fixture manufacturing","found, coded",found,d,c,self-employed,c,b,verbatims for pa,"found, coded",found,c,c,b,"found, coded",found,"found, iap",found,"found, iap",found,c,c,d,b,e,e,b,lt high school,,,lt high school,female,white,farm,south atlantic,different state,mother & father,,no,,,average,c,c,c,c,c,c,b,$3000 to 3999,,e. nor. central,"city,10-49999",other urban,20,d,c,c,b,b,b,d,c,c,c,c,c,c,c,b,c,c,c,independent,did not vote,,,moderate,too much,,about right,too little,too little,too little,about right,too much,too much,too much,too much,not allowed,not allowed,remove,allowed,allowed,remove,not allowed,fired,remove,not allowed,not allowed,remove,oppose,favor,not harsh enough,,disapprove,protestant,other,christian; central christian,moderate,every week,strong,protestant,methodist-dk which,,moderate,protestant,other,christian; central christian,moderate,protestant,other,christian; central christian,moderate,disapprove,,yes,strongly object,yes,yes,same block,stay integrated,no,"yes, object",,,oppose,yes,pretty happy,pretty happy,fair,routine,some,quite a bit,great deal,great deal,quite a bit,hardly any,a great deal,a great deal,only some,a great deal,only some,a great deal,only some,only some,,only some,only some,sev times a week,sev times a week,sev times a mnth,never,disagree,agree,agree,agree,,agree,agree,agree,agree,,,fifth,fourth,third,most impt,second,middle class,satisfied,stayed same,average,,,,,no,no,hard work,disagree,disapprove,yes,disagree,,,no,no,no,,no,c,no,e,e,available,available,favor,more difficult,almst always wrg,always wrong,always wrong,yes,no,no,yes,no,no,yes,no,no,phone in home,"friendly,interested",fair,standard <x>,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,c,not poor,-999 to 999,c,e,b,e,ireland,chooses 1 of 2+,none,,,correct,,correct,incorrect,correct,correct,,incorrect,incorrect,c,c,c,d,d,b,d,"packing, bottling and labelling machine operators",agricultural and forestry production managers,manufacturing labourers not elsewhere classified,b,b,b,c,c,c,b,b,c,worst kind,b,c,c,c,e,d,c,d,b,b,174,c
